英単語,意味,発音記号
ghastly,"『ぞっとする』,ものすごい(dreadful) / (人・顔つきなどが)『死人のような』,青ざめた / 《話》(人・天気・痛みなどが)ひどい,特に悪い,はなはだしい / 恐ろしく / 青ざめて",gæ’st-
patron,"(個人・主義・事業などの)『後援者』,保護者,パトロール《+『of』,『名』》 / (商店・レストランなどの)『お得意』,顧客《+『of』+『名』》",péitr(ə)n
barbarous,野蛮な;残忍な;野卑な(savage),bɑ’:rbərəs
celestial,"天国の,天上界の;神聖な;絶妙な / 天体の,天空の",səlésʧəl
patriotism,愛国心,péitriətìzm
modify,"旨‘を’『修正する』,変更する / …‘を’加滅する,緩和する / 〈語・句・節が〉…‘を’修飾する,限定する",mɑ’dəfài
exertion,"〈U〉〈C〉努力,骨折り / 〈U〉〈C〉(力・権力などの)発揮,行使《+『of』+『名』》",igzə’:rʃən
fox,"〈C〉『キツネ』,雄ギツネ / 〈U〉キツネの皮 / 〈C〉《話》(キツネのように)こうかつな人,ずるい人 / …‘を’欺く / 〈人〉‘を’当惑させる / 偽る",fɑ’ks
inspection,"検査,点検;視察",inspékʃən
mournful,"『悲しみに沈んだ』,悲嘆にくれた / 『痛ましい』,悲しい",mɔ’:rnfəl
traitor,"(国・主義・信用などに対する)『裏切り者』,反逆者,むほん人《+to+名》",tréitər
cautious,"『用心深い』,慎重な",kɔ’:ʃəs
prior,(時間・順序が)『前の』先の;(重要さが)優先する 小修道院長;(時に)修道院の副院長(abbotの次に位する),práiər
undertook,undertake の過去,ʌ`ndərtúk
telegram,"『電報』,電文",téligræ`m
beggar,"こじき / 貧乏人・貧困者 / 《おもに喜話》やつ・野郎 / …’を’貧困に陥らせる,零落させる",bégər
chimney,『煙突』 / (ランプの)ほや / 煙突食の物;(火山の)噴煙口;(岩面の)直立裂孔(煙突を二つに割ったような裂け目),ʧímni
complicated,"『複雑な』,込み入った(complex)",kɑ’mpləkèitid
converse,"(…について…と)話す《+『with』+『名』+『on』(『about』)+『名』》 (方向・動き・順序などが)『反対の』,逆の(opposite, contrary) / 反対のもの,逆 / (論理学で)反対(転換)命題",kənvə’:rs
apology,"〈C〉(…に対する)『わび』,謝罪;言い訳,弁解《+『for』+『名』(do『ing』)》 / 〈U〉〈C〉(口頭・文書による)(…の)弁護,弁明(defense)《+『for』+『名』》 / 〈C〉《話》(…とは)申し訳ばかりのもの,(…の)お粗末な代用品《+『for』+『名』》",əpɑ’ləʤi
imprisonment,投獄;監禁,impríznmənt
eastward,東へ / 東(東方)の(に向かう),í:stwərd
substitute,"(…の)『代りをする人(物)』,補欠(選手など),代用品《+for+名》 / …‘を'(…の)『代りに用いる』《+名+for+名》 / (…の)『代りをする』《+for+名》",sʌ’bstət(j)ù:t
handful,"(…の)『一握り』,一つかみ《+『of』+『名』》 / 《a handful》(…の)わずか,少量,少数《+of+名》 / 《話》手に負えない人(物事)",hæ’ndfùl
usage,"〈U〉(物の)『用い方』,用法 / 〈C〉〈U〉(言語の)『慣用[法]』,語法",jú:siʤ
villain,"『悪者』,悪漢,悪党 / (劇・小説などの)悪役,かたき役 / 《おどけて》小僧,やつ / 《英話》犯人 / =villein",vílən
restoration,"〈U〉(…を元の状態・役職などに)『復活』(『回復』)『すること』,(…の…への)修復(復元)《+『of』+『名』+『to』+『名』》 / 〈U〉(…の)返還《+『of』+『名』》 / 〈C〉修復した物,復元された物 / 《the R-》(英国の)王政回復(1660年のチャールズ2世の復位);王政回復時代(1660‐88)",rèstəréiʃən
serpent,"(特に大きくて毒を持った)『ヘビ』(『蛇』) / 蛇に似た怪物(dragonなど) / こうかつな人,陰険な人",sə’:rpənt
hedge,"『生け垣』 / (一般に)生根,障壁,境界 / (危険などから)守るもの,(…に対する)保護手段《+『against』+『名』》 / …‘を’生け垣)垣根,さく)で囲む / 〈かけ,投資〉‘を’両方にかけて丸損を防ぐ / (自由に動けないように,障害などで)…‘を’囲む,束縛する《+『名』+『in』(『round』)+『with』+『名』,+『in』(『round』)+『名』+『with』+『名』》 / 確答をしない,逃げ道を作っておく",héʤ
jurisdiction,"司法権,裁判権 / 支配権,管轄権 / 管轄区域",ʤù(ə)risdíkʃən
valiant,"(人・行為が)『勇敢な』,雄々しい",væ’ljənt
primary,"『第一の』,『主要な』 / 『初期の』,『初等の』,初級の / 『根本的な』,基本的な,本来の,直接的な / 《名詞の前にのみ用いて》(回路・コイル・巻き・電流などが)一次の / 原色(三原色の一つ) / 《米》=primary election",práimeri
beam,"〈C〉(建設の)『はり』,『けた』,横材 / 〈C〉(船の甲板を支える)横はり / 〈C〉(はかりの)さお;(織機の)糸巻き / 〈C〉『光線』,光束 / 〈C〉(顔などの)『輝き』,晴れやかさ / 〈C〉(船舶・航空機用の)信号電波 / 〈U〉最大船幅 / 《副詞[句]を伴って》『輝く』,光を発する / (…に)顔を輝かせる《+『at』(『on, upon』)+『名』》 / 〈光・熱〉’を’出す,発散する / (…に向けて)〈放送・無線信号〉’を’送る《+『名』+『at』(『to』)+『名』》 / …’を’顔を輝かせて言う",bí:m
Victoria,ビクトリア女王(Queen Victoria(1837‐1901);1819‐1901) / ビクトリア湖(Lake Victoria;アフリカ大陸中央東部の湖でナイル川の源901) / オーストラリア南東部の州 / Hong Kong の主都,viktɔ’:riə
tour,"(数か所に立ち寄る比較的長期の)(…の)『観光旅行』《+around(《英》round)(through,in,of)+名》・(特に,見学,観光などの)(…の)『小旅行』《+around(《英》round)(through,in,of)+名》・(劇団の)巡業,演奏旅行・(外地の一定の場所での)服務期間・…を旅行する・ / (…を)旅行する《+at(in,through,around(《英》round))+名》",túər
prophecy,予言;神のお告げ / 〈U〉予言すること,prɑ’fəsi
obsolete,"(言葉・習慣などが)すたれた / 時代遅れの,旧式の(our of date)",ɑ`bsəlí:t
shepherd,"〈C〉『羊飼い』 / 〈C〉牧師;(精神的)指導者 / 《the good S-》イエスキリスト / 〈羊〉‘を’飼う,‘の’世話をする;…‘を’見張る / 《方向を表す副詞[句]を伴って》‘を’導く,案内する",ʃépərd
exaggerated,"大げさな,誇張された",igzæ’ʤərèitid
heated,"熱せられた / 興奮した,怒った",hí:tid
earl,(英国の)伯爵,ə’:rl
hereditary,"世襲の,親譲りの / 遺伝的な,遺伝性の",hərédətèri
supernatural,"超自然の / 幽霊(よう精)の / 超自然的な現象,神秘",sù:pərnæ’ʧər(ə)l
competent,"『有能な』,能力ある;適任の / (要求を満たすのに)十分な,満足できる / (役所・役人・証人などが)権限(資格)を持つ",kɑ’mpət(ə)nt
hostess,"(客を接待する)『女主人』,主人役の女性 / (レストラン・ナイトクラブなどの)『ホステス』 / (列車・船などの)女性サービス係,(航空機の)スチュワーデス / (旅館などの)女主人,おかみ",hóustis
agriculture,"『農業』,農学",æ’grikʌ`lʧər
urgent,"『急を要する』,緊急の / 『しつこい』,うるさく頼む",ə’:rʤənt
suffice,"『十分である』,足りる / …‘に’十分である,‘を’満足させる",səfáis
accuracy,"『正確さ』,精密",æ’kjurəsi
deceased,"『死亡した』(dead),故人となった(late) / 《名詞的に;the de・ceased》《単数扱い》《特定の》故人;《集合的に》故人たち",disí:st
circular,"『円形の』,丸い / 回転して動く / 循環的な,旋回する;回遊する / (公衆に配布する)案内状,広告ビラ",sə’:rkjulər
Rhine,"ライン川(スイスに発し,ドイツ・オランダを通り北海に注ぐ)",ráin
alert,"『油断のない』,用心深い / (頭の回転・動作などが)機敏な / (動作が)敏しょうな / 〈U〉《しばしばthe ~》警戒,用心 / 〈C〉警報;警報発令期間 / (…に対して)…‘に’警報(警告)を出す,警戒態勢をとらせる《+『名』+『to』+『名』》",ələ’:rt
democratic,"『民主主義の』,民主政体の / (人・態度などが)『民主的な』,庶民的な / 《『D』‐》《米》民主党の",dèməkræ’tik
Quebec,ケベック(カナダ東部の州;その州都;《略》『Que』.),kwibék
bud,"〈C〉『茅;つぼみ』 / 〈C〉(下等動物の)茅状突起 / 〈U〉発茅;発茅期 / 〈C〉子供,小娘,少年 / 〈植物が〉茅を出す;つぼみを持つ / 成長し始める",bʌ’d
Augustus,オーガスタス(ローマ帝国初代の皇帝;Julius Caesarの後継者;63B.C-A.D.14),ɔ:gʌ’stəs
blanket,"『毛布』 / (毛布にように)一面に広がっておおう物 / …’を’毛布でおおう,(毛布でおおうように)…’を’一面におおう / 包括的な,総括的な",blæ’ŋkit
hail,"〈U〉『あられ』,ひょう / 《a~》(…の)雨あられ,あらし《+『of』+『名』》 / あられ(ひょう)が降る / (人に)〈石・悪口など〉‘を’雨あられと浴びせる《+『名』+『on』+『名』》 …‘を’『歓呼して迎える』 / あいさつ;呼び掛け / 万歳",héil
pig,"〈C〉『豚』;子豚 / 〈U〉豚肉(pork) / 〈C〉《話》豚のような人(不潔な人,食いしんぼう,欲張り,非常に太った人など) / 〈C〉なまこ(型に流しこんで作った鉄・鉛などの金属塊);なまこを作る型;銑鉄(せんてつ)(pig iron) / 《俗》《軽べつして》おまわり",píg
shaped,表面が平らでない / 《複合語を作って》「…を形した」「…形の」の意を表す,ʃeipt
oven,"天火,かまど,オーブン",ʌ’vən
ivory,〈U〉『象牙』(ぞうげ) / 〈C〉《しばしば複数形で》象牙製の物 / 〈U〉象牙色 / 象牙の[ような];象牙色の,áiv(ə)ri
northward,"北へ(に) / 北の;北へ向かう / 北部,北方",nɔ’:rθwərd
isolated,孤立した;隔離された,áisəlèitid
policeman,"警官,巡査",pəlí:smən
conventional,"『型にはまった』,おきまりの / 慣例の,示慣的な,因襲的な / (核兵器に対して)通常兵器の",kənvénʃənl
Babylon,バビロン(古代Babyloniaの首都),bæ’bələn
dusty,"『ほこりっぽい』,ほこりだらけの / ほこりのような色の,つやのない / ほこりのような,粉末状の",dʌ’sti
plead,"嘆願する,懇願する / (訴訟で)(…を)弁護する《+『for』+『名』》;(…に)抗弁する,申し開きをする《+『against』+『名』》 / …‘を’言い訳(理由)として述べる / (訴訟)…‘を’弁護する,弁論する",plí:d
hinder,"後方の,後部の 〈物事〉‘を’『運行を妨げる』;〈人〉‘を’『じゃまする』",háindər
cord,"〈U〉〈C〉『綱,ひも』(stringより太くropeより細い) / 〈U〉〈C〉束縛,きずな / 〈C〉〈U〉(電気の)『コード』,線 / (またchord)〈C〉(動物体の)索状組織,腱(けん) / 〈C〉うね織り,(特に)コールテン;(うね織りの)うね;《複数形で》コールテンのズボン / 〈C〉コード(材木の容積の単位で約6.25m) / …’を’綱(ひも)で縛る",kɔ’:rd
personage,"『著名人』,名士 / 人 / (劇・小説などの)[登場]人物(character)",pə’:rs(ə)niʤ
classical,"古典の;古典時代の;古典様式の / (文学・芸術において)古典主義の(簡潔で調和を保ち洗練されているのが特徴) / (ジャズ・フォークなどに対して主として20世紀初頭までの)古典派の / (新奇な・実験的なものではなく)伝統的な,正統的な / (専門科目に対して)教養科目の",klæ’sikəl
alongside,"そばに,並んで / …のそばに,と並んで",əlɑ’:ŋsaid
extract,"(…から)〈物〉‘を’『引き抜く』,抜き取る《+『名』+『from』+『名』》 / (…から)〈金・情報・約束など〉‘を’『引き出す』《+『名』+『from』+『名』》 / (圧搾・蒸留などが)(…から)〈成分など〉‘を’絞り出す,抽出する《+『名』+『from』+『名』》 / (…から)〈喜び・慰めなど〉‘を’引き出す,得る《+『名』+『from』(『out of』)+『名』》 / (本などから)〈語句〉‘を’抜粋する,抜き出す《+『名』+『from』(『out of』)+『名』》 / 〈U〉〈C〉(自然の物質から調製した)濃縮液,精,エキス / 〈C〉(文学作品からの)引用句,抜粋《+『from』+『名』》",ikstræ’kt
lighter,(また『cigarette lighter』)(たばこの)ライター / (一般に)点火器 / 火(明かり)をつける人 はしけ / …‘を’はしけで運ぶ,láitər
pint,"パイント(液量および穀量の単位;《英》では約0.57リットル,《米》では約0.47リットル)",páint
